,n_samples,r,p,r_squared,rmse,mae,bias,med_abs_error,std_error,mean_rel_bias,mean_abs_rel_error,slope,intercept,slope_stderr,mean_obs,mean_pred,std_obs,std_pred,within_5pct,within_10pct,within_15pct
MCD43A3,332.0,0.6421485922587071,5.456057044995844e-40,0.4123548145398393,0.15010356712711254,0.08970838035597156,-0.07043683521420123,0.049043638212453486,0.13255086989262288,-16.114076597626827,23.59363576251481,0.8752729348200153,0.09995187974814018,0.057518636958267096,0.30707388340697234,0.2366370481927711,0.17169302621338958,0.1259634917264258,16.265060240963855,30.72289156626506,43.674698795180724
MOD09GA,252.0,0.5078188978607476,6.327978603024644e-18,0.25788003302450446,0.12348991079526803,0.07798340165317673,-0.027671867828144164,0.051724275103274445,0.12034959825078344,-4.416281437524724,27.830291985314172,0.5283618628908554,0.14339516863702614,0.056687807225465014,0.2730364634865775,0.24536459565843338,0.12363225596737003,0.11882537400008533,11.904761904761903,23.809523809523807,34.92063492063492
MOD10A1,139.0,0.6533576823093976,2.8415277914945765e-18,0.42687626103270776,0.14438325228980808,0.10695790956308751,-0.06170365775186405,0.07737684630429398,0.13053421835604334,-15.134867372073622,34.84237444290788,0.7069179707554587,0.13446285288967702,0.06998128862884728,0.30995905343531727,0.24825539568345328,0.16234572598228694,0.15004545314822088,6.474820143884892,16.546762589928058,25.179856115107913
