n_observations,multiple_r_squared,adjusted_r_squared,f_statistic,f_p_value,intercept,bc_aod_coef,temperature_coef,snowfall_coef,rainfall_coef,bc_aod_beta,temperature_beta,snowfall_beta,rainfall_beta,shapiro_wilk_p,homoscedasticity_p,vif_bc_aod_regional,vif_temperature_c,vif_snowfall_mm,vif_rainfall_mm
2166,0.14178599978883832,0.14019745004295925,89.2549951027048,1.1102230246251565e-16,0.44285255327330253,-1.6466400240588674,-0.007572335687905829,-0.0015572596554305207,-0.004225497893761143,-0.1926634851231292,-0.2726163653365011,-0.02049735652468434,-0.10337662264980549,2.153999319030887e-14,8.372035922591339e-44,1.084443217586441,1.1995809851718242,1.118671966285107,1.0402377275056325
