sample_size,bc_albedo_pearson_r,bc_albedo_pearson_p,bc_albedo_ci_lower,bc_albedo_ci_upper,bc_albedo_spearman_r,bc_albedo_spearman_p,bc_albedo_r_squared,temp_albedo_pearson_r,temp_albedo_pearson_p,temp_albedo_ci_lower,temp_albedo_ci_upper,temp_albedo_spearman_r,temp_albedo_spearman_p,temp_albedo_r_squared,bc_temp_pearson_r,bc_temp_pearson_p,bc_temp_ci_lower,bc_temp_ci_upper,bc_temp_spearman_r,bc_temp_spearman_p,bc_temp_r_squared,multiple_r_squared,adjusted_r_squared,f_statistic,bc_aod_coefficient,temperature_coefficient,intercept,bc_aod_mean,bc_aod_std,temperature_mean,temperature_std,albedo_mean,albedo_std,pearson_r,pearson_p,pearson_ci_lower,pearson_ci_upper,spearman_r,spearman_p,r_squared
298,-0.22395253602741794,9.642543445099945e-05,-0.32919666745991505,-0.11321254682369944,-0.26080799339149346,5.05410627538091e-06,0.05015473839311193,-0.1569219010863694,0.0066407288941901935,-0.26580349188847957,-0.04408720079091737,-0.009879281317604934,0.8651436496134857,0.024624483040560297,0.14075756089432387,0.015025707190444427,0.027577856217228285,0.2503740897324769,0.1949686989080044,0.0007142002936293151,0.01981269094891929,0.06619746926350989,0.059866604648347255,10.456307832734979,-1.498777682188854,-0.0038904386620630172,0.3564766086124629,0.014343172607483223,0.01815813217776975,11.384901317969463,4.345536043261494,0.29068712136538377,0.13214700283961764,-0.22395253602741794,9.642543445099945e-05,-0.32919666745991505,-0.11321254682369944,-0.26080799339149346,5.05410627538091e-06,0.05015473839311193
