date,bc_aod_regional,temperature_c,total_precip_mm,snowfall_mm,rainfall_mm,year,month,day_of_year,albedo_mean,albedo_std,pixel_count,glacier_fraction_mean,season
2023-08-24,0.02821320871,6.525160726,0.4071452537,0.0,0.4071452537,2023,8,236,0.15966666666666665,0.012013880860626732,3,0.861733333333516,August
2023-07-25,0.02763369732,13.70729027,0.5053500477,0.0,0.5053500477,2023,7,206,0.15733333333333333,0.008386497083606094,3,0.9384000000002075,July
2023-08-23,0.02603606963,8.773359553,5.575740175,0.0,5.575740175,2023,8,235,0.15225,0.0092150239645194,4,0.8476000000002779,August
2023-08-01,0.02550978038,14.51307259,0.002139555988,0.0,0.002139555988,2023,8,213,0.15694453673339065,0.030804163817428624,20,0.8962000000001883,August
2024-07-20,0.02530987077,18.45014661,0.2531213237,0.0,0.2531213237,2024,7,202,0.42750966095964216,0.08690892113799348,36,0.8627444444446701,July
2023-06-14,0.02425248679,7.980318324,39.24048615,8.94503668,30.29544948,2023,6,165,0.3275,0.05060632371551997,4,0.7756000000005183,June
2023-06-10,0.02358678442,11.88035927,5.108487213,0.0,5.108487213,2023,6,161,0.31225,0.05396526660732809,4,0.7756000000005183,June
2024-08-07,0.02333180759,8.053667323,17.09869504,0.0,17.09869504,2024,8,220,0.26487499999999997,0.04221183821766454,8,0.8855500000003094,August
2023-08-02,0.02289121996,15.64859416,0.001710653294,0.0,0.001710653294,2023,8,214,0.15392850303285985,0.03272120611750928,32,0.88830000000024,August
2023-07-19,0.02283850941,11.65491384,0.00700039368,0.0,0.00700039368,2023,7,200,0.16982870254321722,0.024438646799699402,22,0.8728000000002866,July
2022-09-03,0.02157011353,18.04343185,0.000435,0.0,0.000435,2022,9,246,0.18559307583925824,0.027269312862239995,34,0.8594705882355773,September
2022-09-11,0.0215616651,11.49278412,0.02601316958,0.0,0.02601316958,2022,9,254,0.19581725558619767,0.03199561214262227,42,0.8930000000001959,September
2023-09-05,0.02132993458,6.955599721,3.14950943,0.0,3.14950943,2023,9,248,0.15940000000000001,0.028675773747189454,5,0.9612800000001132,September
2024-08-17,0.02124328736,9.391948318,1.507475972,0.0,1.507475972,2024,8,230,0.2217,0.04478107239051387,10,0.8311200000002632,August
2023-07-06,0.02094496998,11.77086474,3.389197588,0.0,3.389197588,2023,7,187,0.287464258413119,0.07119957118388062,20,0.7838600000004157,July
2023-07-16,0.02094492503,14.97053108,0.6228983402,0.0,0.6228983402,2023,7,197,0.19464488486673073,0.045734485911644966,24,0.7757333333337121,July
2024-07-29,0.02066561833,12.73717715,0.3785610198,0.0,0.3785610198,2024,7,211,0.3514,0.04703710119564012,10,0.8276400000002792,July
2023-08-22,0.0205742761,10.73771439,17.54683554,0.0,17.54683554,2023,8,234,0.15225,0.0092150239645194,4,0.8476000000002779,August
2023-07-04,0.02019047128,7.215403493,6.933021545,0.0,6.933021545,2023,7,185,0.27240000000000003,0.050737231562893406,10,0.8166000000003161,July
2022-08-15,0.01990985206,15.86610374,0.01963636199,0.0,0.01963636199,2022,8,227,0.2512338327047819,0.05937835648060066,23,0.9174434782610963,August
2022-08-20,0.01990342271,18.01608047,1.49782598,0.0,1.49782598,2022,8,232,0.25225000000000003,0.052916958958868235,12,0.891466666666863,August
2023-07-08,0.01964088493,11.8316831,1.078526579,0.0,1.078526579,2023,7,189,0.24614598369863125,0.0649855841548234,25,0.8602080000002458,July
2024-07-19,0.01929630851,17.39123433,1.906329393,0.0,1.906329393,2024,7,201,0.3615028933944183,0.09818892755363921,29,0.8640551724140385,July
2023-07-28,0.01836714101,8.66485939,4.460647702,0.0,4.460647702,2023,7,209,0.157,0.013914021704740868,6,0.9677333333334276,July
2023-07-18,0.01833957095,9.64101181,1.107784772,0.0,1.107784772,2023,7,199,0.18425,0.015966109941581468,4,0.7940000000001108,July
2024-08-15,0.01831484572,13.13222148,6.61881268,0.0,6.61881268,2024,8,228,0.42935207972982764,0.24157108109198341,8,0.8083500000004251,August
2022-09-15,0.01829230844,6.651979701,2.396432497,0.0,2.396432497,2022,9,258,0.20366666666666666,0.03511884584284245,3,0.8005333333337333,September
2023-08-30,0.01826053455,12.81636899,8.716077233,0.0,8.716077233,2023,8,242,0.16066666666666665,0.011015141094572203,3,0.861733333333516,August
2023-08-16,0.01824653263,17.98869349,0.001132488251,0.0,0.001132488251,2023,8,228,0.13086359593744298,0.038643856056311966,25,0.8777120000001282,August
2024-09-11,0.01765464066,6.523477809,8.682030439,0.0,8.682030439,2024,9,255,0.1859230769230769,0.02465583615313536,13,0.8553846153848639,September
2024-08-06,0.01761371131,11.15372047,13.33796978,0.0,13.33796978,2024,8,219,0.26425,0.04271751062837949,8,0.8855500000003094,August
2024-09-08,0.01668803316,15.82061793,0.01562152903,0.0,0.01562152903,2024,9,252,0.18391134124118555,0.06215707083544853,40,0.8722300000001786,September
2023-07-05,0.01663608463,8.395312881,2.607032657,0.0,2.607032657,2023,7,186,0.24984615384615386,0.047238483876754056,13,0.8553846153848639,July
2024-08-14,0.01643776999,12.54507281,5.72066009,0.0,5.72066009,2024,8,227,0.316,,1,1.0,August
2024-08-02,0.01601830784,19.56034813,0.3269493579,0.0,0.3269493579,2024,8,215,0.2209327928578404,0.030729757471220105,24,0.8544166666669843,August
2023-09-01,0.01570404424,9.570472972,13.39303353,0.0,13.39303353,2023,9,244,0.1781256349425155,0.029887921832207644,27,0.8799555555556957,September
2023-07-27,0.01564597758,9.337110138,0.9320616722,0.0,0.9320616722,2023,7,208,0.18764019469737706,0.042091528391784316,5,0.8224800000004265,July
2024-08-23,0.01524870192,12.39799525,1.799689431,0.0,1.799689431,2024,8,236,0.2257550558958096,0.03963557292247182,37,0.8373297297300031,August
2023-07-09,0.0148021308,15.30920499,0.5713742167,0.0,0.5713742167,2023,7,190,0.2631088900530451,0.0657881417792507,30,0.8727066666668986,July
2024-08-10,0.01470545482,11.50664419,5.275249481,0.0,5.275249481,2024,8,223,0.34040937997881104,0.0703278341959338,17,0.9223764705882583,August
2024-08-08,0.01443716886,8.909821447,1.413464546,0.0,1.413464546,2024,8,221,0.3470172913674621,0.15418870703613158,12,0.8152666666670987,August
2024-07-18,0.01437940418,17.82499657,4.210519791,0.0,4.210519791,2024,7,200,0.3459230769230769,0.027013766670784544,13,0.8553846153848639,July
2024-08-24,0.01431675266,7.814149475,14.8909688,0.0,14.8909688,2024,8,237,0.23842857142857143,0.03869908329171436,7,0.7618285714288952,August
2023-08-25,0.01418338537,9.613717016,0.1591593027,0.0,0.1591593027,2023,8,237,0.16077071067457346,0.02993469926640123,13,0.8146153846156642,August
2024-08-11,0.01372033174,10.77491468,2.438375354,0.0,2.438375354,2024,8,224,0.31310477458331026,0.06514219295524988,17,0.8835529411768087,August
2024-08-12,0.01368928634,11.59855042,2.881133556,0.0,2.881133556,2024,8,225,0.22546101859542433,0.0424812894305302,8,0.9191500000002573,August
2023-07-26,0.01323037923,8.2347332,0.9195656622,0.0,0.9195656622,2023,7,207,0.15733333333333333,0.008386497083606094,3,0.9384000000002075,July
2023-07-23,0.01302515336,17.29650841,0.03050267685,0.0,0.03050267685,2023,7,204,0.16203506115213592,0.03268755892767582,18,0.8538222222224877,July
2023-06-09,0.01300354319,12.43541489,1.9426018,0.0,1.9426018,2023,6,160,0.347,0.056502844429032306,8,0.8178000000003935,June
2023-08-09,0.01285335918,10.82429911,9.756004108,0.0,9.756004108,2023,8,221,0.150125,0.012275847366737197,8,0.8951500000000557,August
2023-07-03,0.01261685181,7.890260315,0.6889998912,0.0,0.6889998912,2023,7,184,0.24996878637619996,0.05409647131020386,19,0.8043157894740599,July
2023-08-27,0.01203964698,13.89593023,0.007480382919,0.0,0.007480382919,2023,8,239,0.16411816172905552,0.030499489212078276,17,0.8576470588237892,August
2022-08-19,0.01190440921,18.75165393,0.03471789205,0.0,0.03471789205,2022,8,231,0.2504166666666667,0.05252438106308924,12,0.891466666666863,August
2024-07-10,0.01164836948,19.85230408,0.2126395702,0.0,0.2126395702,2024,7,192,0.4534680826937216,0.0883576406618632,30,0.8700666666668516,July
2023-07-21,0.011142653,14.71577733,0.682067871,0.0,0.682067871,2023,7,202,0.19641356525236056,0.024735135145781385,19,0.8751578947370799,July
2022-09-29,0.01100716492,10.88955269,1.321974397,0.0,1.321974397,2022,9,272,0.16922222222222225,0.02876533407496677,9,0.8329333333335005,September
2024-08-13,0.01082870873,11.04884682,0.7190257311,0.0,0.7190257311,2024,8,226,0.316,,1,1.0,August
2023-07-29,0.01072137069,10.93999507,3.106401325,0.0,3.106401325,2023,7,210,0.14839835996046144,0.0262913287221672,24,0.9007166666668116,July
2023-07-11,0.01064000067,10.68010292,6.340054361,0.0,6.340054361,2023,7,192,0.2215,0.029053242660517422,12,0.8435333333336054,July
2024-09-13,0.01063845818,5.719855881,2.464741468,0.0,2.464741468,2024,9,257,0.18525,0.028097638205501773,12,0.8433333333336025,September
2022-08-16,0.01046320429,16.52978541,0.6213396787,0.0,0.6213396787,2022,8,228,0.26745547391121505,0.07704335243430498,20,0.8751200000002808,August
2023-06-28,0.01043738821,12.27052523,0.254252553,0.0,0.254252553,2023,6,179,0.32475,0.03643601697954008,4,0.8033000000000791,June
2023-07-22,0.010378888,15.96655426,1.715129614,0.0,1.715129614,2023,7,203,0.0821212163592192,0.04018325296100345,22,0.842109090909414,July
2022-08-14,0.01027855704,15.27106311,0.2744168042,0.0,0.2744168042,2022,8,226,0.30546691698769013,0.09188139599524446,30,0.8467466666669348,August
2024-08-09,0.01025885439,9.964477793,1.096844673,0.0,1.096844673,2024,8,222,0.2879622954352433,0.05964387116671167,17,0.8825647058826679,August
2023-09-20,0.01023827913,1.053421275,3.07315588,1.535449177,1.537706703,2023,9,263,0.1335,0.00777817459305203,2,0.9814000000000636,September
2023-08-26,0.0102109689,12.74935621,0.2205342054,0.0,0.2205342054,2023,8,238,0.21024157418386286,0.06396941297308961,17,0.8279764705884711,August
2022-08-21,0.01017241698,16.17028643,3.088201104,0.0,3.088201104,2022,8,233,0.24783333333333335,0.05248520715112945,12,0.891466666666863,August
2024-07-04,0.01000096421,8.726545588,6.203461144,0.0,6.203461144,2024,7,186,0.38355718683352846,0.08280566098158902,16,0.7896500000004145,July
2024-07-30,0.009840020785,11.89170672,1.089680195,0.0,1.089680195,2024,7,212,0.3405,0.06161400582891616,8,0.859350000000199,July
2023-07-10,0.009809353222,15.2464742,1.603410276,0.0,1.603410276,2023,7,191,0.23248217812458913,0.03933134355673944,17,0.8620941176473315,July
2024-09-10,0.009792687538,9.034111277,9.433445475,0.0,9.433445475,2024,9,254,0.18308333333333335,0.019897274063336298,12,0.8769666666668829,September
2023-09-17,0.009660789854,10.68588918,0.2464830874,0.0,0.2464830874,2023,9,260,0.14675,0.02714620906621524,4,0.9522000000001496,September
2022-08-24,0.009639217741,11.71893209,2.379703522,0.0,2.379703522,2022,8,236,0.23658333333333334,0.049376951438230086,12,0.891466666666863,August
2024-07-09,0.009585849746,17.97631798,0.005388259883,0.0,0.005388259883,2024,7,191,0.40716771735114626,0.07262959120055035,37,0.8598702702704885,July
2022-09-01,0.009503107532,16.32681999,0.5760014057,0.0,0.5760014057,2022,9,244,0.17635594299650256,0.06283136306921111,34,0.8678235294120337,September
2022-08-10,0.009489037611,17.36610247,0.09738802909,0.0,0.09738802909,2022,8,222,0.28984615384615386,0.05698515326212339,13,0.8553846153848639,August
2023-06-27,0.00937559717,11.73964717,9.310850501,0.0,9.310850501,2023,6,178,0.32575,0.03606822239405024,4,0.8033000000000791,June
2024-07-11,0.009365917475,19.15373446,0.630545616,0.0,0.630545616,2024,7,193,0.4188040735583004,0.07942606533747126,31,0.8379741935486432,July
2022-08-17,0.009296873223,16.08934491,0.08581578732,0.0,0.08581578732,2022,8,229,0.26261659229104134,0.06727635970693675,24,0.8791500000002017,August
2024-09-03,0.009189503059,13.31768951,0.7797658443,0.0,0.7797658443,2024,9,247,0.17338534413913004,0.059205062132218836,50,0.8506080000003027,September
2022-09-16,0.0091573797,7.308067576,0.9756056688,0.0,0.9756056688,2022,9,259,0.22299999999999998,0.021213203435596434,2,0.9026000000002818,September
2023-07-20,0.008902992886,13.65846723,3.693346048,0.0,3.693346048,2023,7,201,0.19802696277583562,0.04357188070466849,21,0.8145142857146362,July
2023-06-04,0.008828128021,11.99387894,1.873895526,0.0,1.873895526,2023,6,155,0.34299999999999997,0.05037525847741791,7,0.7930285714290293,June
2023-08-28,0.008820150089,15.27420705,0.0,0.0,0.0,2023,8,240,0.1786960851383829,0.02388795791526612,17,0.8310352941179207,August
2024-07-16,0.008770790994,16.93872477,0.6942391395,0.0,0.6942391395,2024,7,198,0.3669900157604643,0.09145382750794115,55,0.8513018181820521,July
2022-08-23,0.008764293017,13.40007362,19.45625544,0.0,19.45625544,2022,8,235,0.2541818181818182,0.05124025406224717,11,0.8948000000001664,August
2022-09-07,0.008667438013,13.34260203,0.1064534696,0.0,0.1064534696,2022,9,250,0.1470613358126009,0.05539038494241064,31,0.9050580645162907,September
2024-08-18,0.008559821452,12.01229375,0.2295464277,0.0,0.2295464277,2024,8,231,0.16121832741687742,0.08395776937772248,18,0.8688000000002645,August
2024-07-12,0.008291508655,15.61632309,1.430505514,0.0,1.430505514,2024,7,194,0.4156842298513376,0.09796144806798303,17,0.7968000000003969,July
2022-08-25,0.008271174019,11.47929471,11.38108373,0.0,11.38108373,2022,8,237,0.2374166666666667,0.046036464466833925,12,0.8554333333335586,August
2022-08-11,0.008216788881,17.29612185,0.2083569765,0.0,0.2083569765,2022,8,223,0.3173973159136466,0.11781880550431548,26,0.8734615384617006,August
2024-07-14,0.008133862543,16.11104546,0.8390635252,0.0,0.8390635252,2024,7,196,0.33495673191179987,0.058286866312182835,18,0.7835777777781687,July
2024-08-25,0.008062508346,6.105564372,1.431810856,0.0,1.431810856,2024,8,238,0.25985714285714284,0.041615015605061624,7,0.7618285714288952,August
2023-06-03,0.008009381731,10.12637863,0.9610533713,0.0,0.9610533713,2023,6,154,0.34314285714285714,0.050323713997241795,7,0.7930285714290293,June
2022-08-18,0.008001641829,17.08862775,0.0417560338,0.0,0.0417560338,2022,8,230,0.2868164983494628,0.08583864248171959,38,0.8741368421054748,August
2024-08-28,0.007907265408,1.586452738,28.3941865,23.82070944,4.57347706,2024,8,241,0.2333333333333333,0.04657415071852103,12,0.8433333333336025,August
2023-06-08,0.007837796375,15.15128288,0.2016156911,0.0,0.2016156911,2023,6,159,0.347125,0.05633430190770603,8,0.8178000000003935,June
2024-07-07,0.007808169281,13.31667544,0.02038478851,0.0,0.02038478851,2024,7,189,0.5352471402018917,0.09560812199730064,37,0.8402270270272906,July
2024-08-01,0.007739326958,16.53285688,0.002131228143,0.0,0.002131228143,2024,8,214,0.33111107164360065,0.11665165990678426,23,0.880747826087143,August
2024-07-17,0.007699825752,17.74865367,1.931488514,0.0,1.931488514,2024,7,199,0.452215484557021,0.10460483493333683,33,0.8257090909094569,July
2023-07-30,0.007661324356,14.74811897,2.574175596,0.0,2.574175596,2023,7,211,0.156321392072551,0.021272813692829604,32,0.8787750000001552,July
2023-08-29,0.007610893238,16.13113047,0.002574920643,0.0,0.002574920643,2023,8,241,0.15797582357282589,0.03343810505517194,22,0.8803272727275172,August
2023-06-13,0.007552811431,13.57381337,2.317231979,0.0,2.317231979,2023,6,164,0.3275,0.05317580903631525,4,0.7756000000005183,June
2023-09-02,0.007471830515,11.81657054,0.000841,0.0,0.000841,2023,9,245,0.15827611068990288,0.031349409946548695,33,0.8679636363638686,September
2023-06-21,0.007411235033,1.055134074,5.064684153,4.182478413,0.8822057395,2023,6,172,0.47150000000000003,0.19586857838867366,2,0.9374000000003182,June
2022-09-28,0.007388634628,11.06124776,0.000435,0.0,0.000435,2022,9,271,0.17840374698397976,0.05316941828645721,34,0.8876588235296003,September
2023-09-03,0.007308843553,12.16414159,2.156275511,0.0,2.156275511,2023,9,246,0.16766666666666666,0.014787382008545893,6,0.9004666666668671,September
2023-07-17,0.007236849795,14.98155619,2.139347792,0.0,2.139347792,2023,7,198,0.19419999999999998,0.019651971911235782,5,0.7962400000002015,July
2022-07-01,0.007215027725,10.33621305,3.815375642,0.0,3.815375642,2022,7,182,0.5649431806854094,0.08902429674339087,37,0.8450162162164807,July
2023-09-21,0.007211266794,2.514098104,1.267451048,0.8614249527,0.406026095,2023,9,264,0.6229841630151065,0.16957156419293368,26,0.8512307692310331,September
2023-06-01,0.007188382635,8.092129644,3.684231639,0.0,3.684231639,2023,6,152,0.3427142857142857,0.04969478270977171,7,0.7930285714290293,June
2022-09-06,0.007152635479,10.14096031,0.002137226375,0.0,0.002137226375,2022,9,249,0.18076394829538933,0.03492303574207207,42,0.8502380952383751,September
2022-08-13,0.007062992442,17.57880618,0.5406815689,0.0,0.5406815689,2022,8,225,0.29326452698772465,0.08064190668497376,25,0.8554080000002373,August
2023-06-24,0.00699220221,10.16998889,1.630702615,0.0,1.630702615,2023,6,175,0.333,,1,0.8748000000006364,June
2022-09-09,0.006939436768,3.409859594,7.912072539,3.776319325,4.135753214,2022,9,252,0.1992857142857143,0.018400310556385413,7,0.8101142857147218,September
2022-08-22,0.006928206262,15.33691495,1.589375734,0.0,1.589375734,2022,8,234,0.26700699044200066,0.0722693233863227,24,0.8734500000002109,August
2024-08-19,0.006839233715,14.62617391,0.9001195431,0.0,0.9001195431,2024,8,232,0.256108005155083,0.08763265531525721,19,0.7502947368425155,August
2024-06-15,0.006806146305,4.251900609,4.564818756,1.653820276,2.910998479,2024,6,167,0.46644773435227466,0.062107517943152606,11,0.9529454545453455,June
2024-07-03,0.006786701812,6.828659312,10.98614931,0.0,10.98614931,2024,7,185,0.36100000000000004,0.027267196408871958,5,0.8436800000003789,July
2023-06-26,0.006725791348,10.20267639,1.488030151,0.0,1.488030151,2023,6,177,0.3569382629258977,0.06581530088137419,11,0.7936000000003346,June
2023-06-29,0.006705663911,13.14771487,2.60669589,0.0,2.60669589,2023,6,180,0.3245,0.03642801120017397,4,0.8033000000000791,June
2023-09-18,0.006687134344,8.20991478,1.946613193,0.0,1.946613193,2023,9,261,0.14400000000000002,0.028717010057919795,4,0.9522000000001496,September
2024-07-13,0.006666363613,15.11988093,0.1349151134,0.0,0.1349151134,2024,7,195,0.4534241339345433,0.10669774019693166,35,0.8750514285716195,July
2024-07-31,0.006599096282,13.13536669,0.02488791932,0.0,0.02488791932,2024,7,213,0.32657142857142857,0.06079982769399144,7,0.8420000000001704,July
2022-09-05,0.006583855717,13.01680272,0.2765392662,0.0,0.2765392662,2022,9,248,0.20072727272727275,0.022231018461109284,11,0.873418181818526,September
2024-08-22,0.006567366929,8.965033468,0.3062959997,0.0,0.3062959997,2024,8,235,0.218125,0.019474800567473263,8,0.7892000000003331,August
2023-06-23,0.006558087453,7.305250422,0.8340819448,0.0,0.8340819448,2023,6,174,0.5214692357647123,0.14431807990275813,30,0.8278133333336494,June
2024-07-05,0.006530514946,10.78643188,0.1559078693,0.0,0.1559078693,2024,7,187,0.5605594933581755,0.09991068289948304,33,0.8249333333336593,July
2023-08-15,0.006429917679,18.58183886,0.0,0.0,0.0,2023,8,227,0.15367851859027593,0.02944591143846497,20,0.8683400000002471,August
2024-07-15,0.006414891999,16.22215741,0.05427896976,0.0,0.05427896976,2024,7,197,0.37794211565227753,0.0817844750010571,25,0.8739360000001402,July
2022-08-02,0.006404942541,16.25462812,0.3538578748,0.0,0.3538578748,2022,8,214,0.3458818065082344,0.06884889332347303,15,0.8721866666668905,August
2022-06-04,0.006388933287,4.107621765,2.023755554,0.0,2.023755554,2022,6,155,0.6166897353194268,0.050068497170028876,6,0.7734666666670201,June
2023-06-22,0.006381603639,2.699688212,1.808088165,0.01052767038,1.797560494,2023,6,173,0.333,,1,0.8748000000006364,June
2022-07-14,0.006340748658,14.36042239,0.001513957976,0.0,0.001513957976,2022,7,195,0.45345003857801225,0.0898233398696134,23,0.8770782608697505,July
2022-09-30,0.006261180336,6.859617488,2.671390772,0.0,2.671390772,2022,9,273,0.16944444444444443,0.030704686576771594,9,0.8329333333335005,September
2024-08-29,0.006235300702,2.683122253,0.5079388617,0.01673027873,0.491208583,2024,8,242,0.502900352103743,0.1747939903570601,51,0.8638745098041579,August
2022-07-31,0.006190930319,17.07551028,0.5395650864,0.0,0.5395650864,2022,7,212,0.39623675474793146,0.10249169335015597,27,0.8416444444446509,July
2022-09-08,0.006190744826,8.237427012,2.704389921,0.0419691205,2.662420801,2022,9,251,0.1972,0.020032196307167342,10,0.8206400000004456,September
2022-08-12,0.006113453539,17.33880641,0.7206896934,0.0,0.7206896934,2022,8,224,0.32239497251582505,0.10344315687758406,33,0.8714303030305107,August
2023-06-25,0.006065928176,9.208945847,5.778062992,0.0,5.778062992,2023,6,176,0.32825000000000004,0.03547181980107586,4,0.8033000000000791,June
2022-08-03,0.006037248618,15.00971947,0.7453352213,0.0,0.7453352213,2022,8,215,0.34076923076923077,0.04243063721368056,13,0.8553846153848639,August
2023-09-19,0.005997979256,1.737612661,3.453069925,0.8414685726,2.611601353,2023,9,262,0.6823333333333333,0.22702915692755873,15,0.8721866666668905,September
2022-07-15,0.005970186081,16.29297218,0.1680329539,0.0,0.1680329539,2022,7,196,0.4806283140767105,0.08867523890110304,29,0.8357931034484823,July
2022-07-26,0.005961851224,12.46873182,0.9468434591,0.0,0.9468434591,2022,7,207,0.34941666666666665,0.04665825140575271,12,0.8433333333336025,July
