sample_size,pearson_r,pearson_p,pearson_ci_lower,pearson_ci_upper,spearman_r,spearman_p,r_squared,bc_aod_mean,bc_aod_std,albedo_mean,albedo_std
298,-0.22395253602741794,9.642543445099945e-05,-0.32919666745991505,-0.11321254682369944,-0.26080799339149346,5.05410627538091e-06,0.05015473839311193,0.014343172607483223,0.01815813217776975,0.29068712136538377,0.13214700283961764
