date,MCD43A3,MOD09GA,MOD10A1,AWS,glacier_fraction_MCD43A3,glacier_fraction_MOD09GA,glacier_fraction_MOD10A1,glacier_fraction,solar_zenith_MCD43A3,solar_zenith_MOD09GA,solar_zenith_MOD10A1,solar_zenith,ndsi_MCD43A3,ndsi_MOD09GA,ndsi_MOD10A1,ndsi,pixel_id_MCD43A3,pixel_id_MOD09GA,pixel_id_MOD10A1,pixel_id
2002-07-13,0.33799999999999997,0.4588821266,0.43,0.56,1.0,1.0,1.0,1.0,-999.0,29.66,-999.0,29.66,-999.0,0.8601330521,8696.0,0.8601330521,9428025677.0,9430025675.0,9428025677.0,9428025677.0
2002-07-14,0.353,,,0.56,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2002-07-15,0.3525,,,0.54,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2002-07-16,0.3535,0.3769000082,,0.55,1.0,1.0,,1.0,-999.0,29.44,,29.44,-999.0,0.8179389313,,0.8179389313,9428025677.0,9428025677.0,,9428025677.0
2002-07-17,0.4285,0.4826565764,0.44,0.57,1.0,1.0,1.0,1.0,-999.0,31.72,-999.0,31.72,-999.0,0.8934360456,8892.0,0.8934360456,9428025677.0,9428025677.0,9428025677.0,9428025677.0
2002-07-18,0.344,0.33955313515,0.41,0.57,1.0,1.0,1.0,1.0,-999.0,29.925,-999.0,29.925,-999.0,0.71055612665,8449.0,0.71055612665,9428025677.0,9428025677.0,9428025677.0,9428025677.0
2002-07-19,0.42300000000000004,0.5551927812,0.56,0.56,1.0,1.0,1.0,1.0,-999.0,33.0,-999.0,33.0,-999.0,0.76243379815,8122.0,0.76243379815,9428025677.0,9428025677.0,9428025677.0,9428025677.0
2002-07-20,0.351,0.3711270608,,0.54,1.0,1.0,,1.0,-999.0,30.62,,30.62,-999.0,0.7887905605,,0.7887905605,9428025677.0,9430025675.0,,9428025677.0
2002-07-21,0.345,0.51177399435,,0.55,1.0,1.0,,1.0,-999.0,34.44,,34.44,-999.0,0.6265694707,,0.6265694707,9428025677.0,9428025677.0,,9428025677.0
2002-07-22,0.41400000000000003,0.5393317606,0.48,0.52,1.0,1.0,1.0,1.0,-999.0,31.53,-999.0,31.53,-999.0,0.9075405215,8998.0,0.9075405215,9428025677.0,9428025677.0,9428025677.0,9428025677.0
2002-07-23,0.33299999999999996,,,0.54,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2002-07-24,0.33299999999999996,0.5292820473,,0.55,1.0,1.0,,1.0,-999.0,32.62,,32.62,-999.0,0.8488630061,,0.8488630061,9428025677.0,9430025675.0,,9428025677.0
2002-07-25,0.32699999999999996,0.3924920826,0.15,0.58,1.0,1.0,1.0,1.0,-999.0,37.69,-999.0,37.69,-999.0,0.7118699187,3951.0,0.7118699187,9428025677.0,9430025675.0,9428025677.0,9428025677.0
2002-07-26,0.32699999999999996,,,0.56,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2002-07-27,0.354,,,0.56,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2002-07-28,0.355,,,0.55,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2002-07-29,0.355,,,0.66,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2002-07-30,0.328,,,0.54,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2002-07-31,0.328,,,0.9,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2002-08-01,0.313,,,0.82,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2002-08-02,0.314,,,0.82,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2002-08-05,0.269,,,0.66,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2002-08-06,0.29200000000000004,,,0.71,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2002-08-07,0.29300000000000004,,,0.71,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2002-08-08,0.29300000000000004,0.4319147681,,0.61,1.0,1.0,,1.0,-999.0,39.55,,39.55,-999.0,0.7366280888,,0.7366280888,9428025677.0,9430025675.0,,9428025677.0
2002-08-09,0.29300000000000004,,,0.54,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2002-08-10,0.29300000000000004,,,0.53,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2002-08-11,0.29400000000000004,,,0.62,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2002-08-12,0.2865,0.3452625967,0.31,0.53,1.0,1.0,1.0,1.0,-999.0,36.11,-999.0,36.11,-999.0,0.6970825574,6797.0,0.6970825574,9428025677.0,9430025675.0,9430025675.0,9428025677.0
2002-08-13,0.301,,0.49,0.54,1.0,,1.0,1.0,-999.0,,-999.0,,-999.0,,8939.0,8939.0,9430025675.0,,9428025677.0,9430025675.0
2002-08-14,0.3,,,0.6,1.0,,,1.0,-999.0,,,,-999.0,,,,9430025675.0,,,9430025675.0
2002-08-15,0.40149999999999997,,,0.35,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2002-08-16,0.36,,,0.35,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2002-08-17,0.36050000000000004,0.3880718241,0.485,0.37,1.0,1.0,1.0,1.0,-999.0,37.43,-999.0,37.43,-999.0,0.6479915433,7347.5,0.6479915433,9428025677.0,9430025675.0,9428025677.0,9428025677.0
2002-08-18,0.29500000000000004,0.6746865644,0.62,0.29,1.0,1.0,1.0,1.0,-999.0,39.43,-999.0,39.43,-999.0,0.8985425376,8924.0,0.8985425376,9428025677.0,9428025677.0,9428025677.0,9428025677.0
2002-08-19,0.28400000000000003,,0.15,0.47,1.0,,1.0,1.0,-999.0,,-999.0,,-999.0,,6886.0,6886.0,9428025677.0,,9428025677.0,9428025677.0
2002-08-20,0.2845,0.5292038128,0.5,0.38,1.0,1.0,1.0,1.0,-999.0,40.81,-999.0,40.81,-999.0,0.8246910072,8185.0,0.8246910072,9428025677.0,9428025677.0,9428025677.0,9428025677.0
2002-08-21,0.39549999999999996,,0.33,0.33,1.0,,1.0,1.0,-999.0,,-999.0,,-999.0,,7904.0,7904.0,9428025677.0,,9430025675.0,9428025677.0
2002-08-22,0.35950000000000004,0.4454698574,0.52,0.28,1.0,1.0,1.0,1.0,-999.0,42.305,-999.0,42.305,-999.0,0.8287569030999999,8529.0,0.8287569030999999,9428025677.0,9428025677.0,9428025677.0,9428025677.0
2002-08-23,0.359,,,0.23,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2002-08-24,0.41600000000000004,,,0.27,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2002-08-25,0.4145,0.33760326385,0.305,0.25,1.0,1.0,1.0,1.0,-999.0,41.285,-999.0,41.285,-999.0,0.84586955005,8331.0,0.84586955005,9428025677.0,9428025677.0,9428025677.0,9428025677.0
2002-08-26,0.4145,,,0.25,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2002-08-27,0.2685,,,0.28,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2002-08-28,0.279,0.36256485035,0.42,0.29,1.0,1.0,1.0,1.0,-999.0,41.29,-999.0,41.29,-999.0,0.7719829743,8309.0,0.7719829743,9430025675.0,9428025677.0,9428025677.0,9430025675.0
2002-08-29,0.37050000000000005,0.3563311428,0.36,0.26,1.0,1.0,1.0,1.0,-999.0,44.04,-999.0,44.04,-999.0,0.7813257882,7721.0,0.7813257882,9428025677.0,9430025675.0,9430025675.0,9428025677.0
2002-08-30,0.37050000000000005,,,0.23,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2002-08-31,0.448,,,0.24,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2002-09-01,0.448,,,0.4,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2002-09-02,0.448,,,0.46,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2002-09-03,0.35550000000000004,,,0.2,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2002-09-04,0.33699999999999997,0.2114406953,,0.24,1.0,1.0,,1.0,-999.0,43.73,,43.73,-999.0,0.4588235294,,0.4588235294,9428025677.0,9428025677.0,,9428025677.0
2002-09-05,0.26,,,0.28,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2002-09-06,0.24,,,0.68,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2002-09-07,0.24,,,0.74,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2002-09-08,0.241,,,0.62,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2002-09-09,0.241,,,0.51,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2002-09-10,0.242,0.2621822869,0.46,0.29,1.0,1.0,1.0,1.0,-999.0,46.8,-999.0,46.8,-999.0,0.2909498878,9108.0,0.2909498878,9428025677.0,9430025675.0,9428025677.0,9428025677.0
2002-09-11,0.242,0.25626677025,0.33,0.18,1.0,1.0,1.0,1.0,-999.0,46.325,-999.0,46.325,-999.0,0.4316515099,6457.0,0.4316515099,9428025677.0,9428025677.0,9428025677.0,9428025677.0
2002-09-12,0.244,0.2986510135,0.285,0.19,1.0,1.0,1.0,1.0,-999.0,48.07,-999.0,48.07,-999.0,0.8654578769,8565.0,0.8654578769,9428025677.0,9428025677.0,9428025677.0,9428025677.0
2002-09-13,0.245,0.2146268044,,0.19,1.0,1.0,,1.0,-999.0,47.13,,47.13,-999.0,0.3167040359,,0.3167040359,9428025677.0,9430025675.0,,9428025677.0
2002-09-14,0.245,0.2943607686,,0.21,1.0,1.0,,1.0,-999.0,49.45,,49.45,-999.0,0.7014506317,,0.7014506317,9428025677.0,9428025677.0,,9428025677.0
2002-09-15,0.246,,,0.22,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2002-09-16,0.247,,,0.25,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2002-09-17,0.248,,,0.78,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2002-09-18,0.248,,,0.66,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2002-09-19,0.249,,,0.56,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2003-06-01,0.591,,,0.58,1.0,,,1.0,-999.0,,,,-999.0,,,,9430025675.0,,,9430025675.0
2003-06-02,0.591,,,0.68,1.0,,,1.0,-999.0,,,,-999.0,,,,9430025675.0,,,9430025675.0
2003-06-03,0.591,,0.57,0.59,1.0,,1.0,1.0,-999.0,,-999.0,,-999.0,,7979.0,7979.0,9430025675.0,,9430025675.0,9430025675.0
2003-06-04,0.591,0.656467505,0.615,0.55,1.0,1.0,1.0,1.0,-999.0,30.895,-999.0,30.895,-999.0,0.9206390742499999,9194.5,0.9206390742499999,9430025675.0,9428025677.0,9428025677.0,9430025675.0
2003-06-05,0.591,,,0.56,1.0,,,1.0,-999.0,,,,-999.0,,,,9430025675.0,,,9430025675.0
2003-06-06,0.591,0.60859394565,0.59,0.52,1.0,1.0,1.0,1.0,-999.0,31.765,-999.0,31.765,-999.0,0.9247385737,9242.5,0.9247385737,9430025675.0,9428025677.0,9428025677.0,9430025675.0
2003-06-07,0.591,,0.57,0.49,1.0,,1.0,1.0,-999.0,,-999.0,,-999.0,,9038.0,9038.0,9430025675.0,,9428025677.0,9430025675.0
2003-06-08,0.591,,,0.52,1.0,,,1.0,-999.0,,,,-999.0,,,,9430025675.0,,,9430025675.0
2003-06-09,0.591,,,0.51,1.0,,,1.0,-999.0,,,,-999.0,,,,9430025675.0,,,9430025675.0
2003-06-10,0.517,,,0.52,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2003-06-11,0.516,,,0.74,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2003-06-12,0.5145,,,0.55,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2003-06-13,0.5135000000000001,,,0.54,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2003-06-14,0.512,,,0.57,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2003-06-15,0.5,,,0.53,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2003-06-16,0.5,0.5890203517,0.53,0.49,1.0,1.0,1.0,1.0,-999.0,28.55,-999.0,28.55,-999.0,0.8436844055,8333.0,0.8436844055,9428025677.0,9428025677.0,9428025677.0,9428025677.0
2003-06-17,0.5,0.4523682257,0.45,0.49,1.0,1.0,1.0,1.0,-999.0,27.33,-999.0,27.33,-999.0,0.7857059863,7663.0,0.7857059863,9428025677.0,9428025677.0,9428025677.0,9428025677.0
2003-06-18,0.5,,,0.49,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2003-06-19,0.5,,,0.52,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2003-06-20,0.5,,,0.6,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2003-06-21,0.5,,,0.7,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2003-06-22,0.5,,,0.72,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2003-06-23,0.5,,,0.68,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2003-06-24,0.5,,,0.59,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2003-06-25,0.5,,,0.6,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2003-06-28,,0.53185451575,0.37,0.52,,1.0,1.0,1.0,,27.73,-999.0,27.73,,0.7832872528999999,6653.0,0.7832872528999999,,9428025677.0,9430025675.0,9428025677.0
2003-06-30,,0.5954891738,0.54,0.48,,1.0,1.0,1.0,,28.3,-999.0,28.3,,0.9232015958,9193.0,0.9232015958,,9428025677.0,9428025677.0,9428025677.0
2003-07-01,,0.560369692,0.56,0.49,,1.0,1.0,1.0,,32.51,-999.0,32.51,,0.9110366168,9040.0,0.9110366168,,9428025677.0,9428025677.0,9428025677.0
2003-07-03,0.331,,,0.55,1.0,,,1.0,-999.0,,,,-999.0,,,,9430025675.0,,,9430025675.0
2003-07-04,0.331,,,0.51,1.0,,,1.0,-999.0,,,,-999.0,,,,9430025675.0,,,9430025675.0
2003-07-05,0.369,,,0.64,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2003-07-06,0.369,,,0.6,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2003-07-07,0.369,,,0.54,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2003-07-08,0.3695,,,0.57,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2003-07-09,0.3695,,,0.57,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2003-07-10,0.35050000000000003,0.35661778285,0.58,0.57,1.0,1.0,1.0,1.0,-999.0,28.5,-999.0,28.5,-999.0,0.6308175745,8756.0,0.6308175745,9428025677.0,9428025677.0,9428025677.0,9428025677.0
2003-07-11,0.35,0.57466825525,0.52,0.57,1.0,1.0,1.0,1.0,-999.0,30.48,-999.0,30.48,-999.0,0.91399643555,9125.0,0.91399643555,9428025677.0,9428025677.0,9430025675.0,9428025677.0
2003-07-12,0.357,0.4412952242,,0.56,1.0,1.0,,1.0,-999.0,35.77,,35.77,-999.0,0.37607783605,,0.37607783605,9428025677.0,9428025677.0,,9428025677.0
2003-07-13,0.371,,,0.54,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2003-07-14,0.34550000000000003,,,0.56,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2003-07-15,0.35,,,0.55,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2003-07-16,0.34650000000000003,0.08105591505,0.54,0.53,1.0,1.0,1.0,1.0,-999.0,30.21,-999.0,30.21,-999.0,0.6601859679,9182.0,0.6601859679,9428025677.0,9430025675.0,9428025677.0,9428025677.0
2003-07-17,0.3375,,,0.53,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2003-07-18,0.3355,0.5336840754,,0.53,1.0,1.0,,1.0,-999.0,31.21,,31.21,-999.0,0.914983165,,0.914983165,9428025677.0,9428025677.0,,9428025677.0
2003-07-19,0.3285,0.36140590235000003,,0.52,1.0,1.0,,1.0,-999.0,33.045,,33.045,-999.0,0.69163579185,,0.69163579185,9428025677.0,9428025677.0,,9428025677.0
2003-07-20,0.3265,0.45688709735,,0.52,1.0,1.0,,1.0,-999.0,32.38,,32.38,-999.0,0.77022585285,,0.77022585285,9428025677.0,9428025677.0,,9428025677.0
2003-07-21,0.32,0.4093001415,,0.5,1.0,1.0,,1.0,-999.0,30.485,,30.485,-999.0,0.8351890889,,0.8351890889,9428025677.0,9428025677.0,,9428025677.0
2003-07-22,0.3215,0.4573218074,,0.4,1.0,1.0,,1.0,-999.0,33.72,,33.72,-999.0,0.8837668784499999,,0.8837668784499999,9428025677.0,9428025677.0,,9428025677.0
2003-07-23,0.316,0.35208172725,0.43,0.19,1.0,1.0,1.0,1.0,-999.0,31.259999999999998,-999.0,31.259999999999998,-999.0,0.82547041745,9033.0,0.82547041745,9428025677.0,9428025677.0,9428025677.0,9428025677.0
2003-07-24,0.315,0.3936855146,,0.22,1.0,1.0,,1.0,-999.0,35.21,,35.21,-999.0,0.86386568635,,0.86386568635,9428025677.0,9428025677.0,,9428025677.0
2003-07-25,0.3145,0.358291906,0.33,0.25,1.0,1.0,1.0,1.0,-999.0,32.22,-999.0,32.22,-999.0,0.8723058154,8575.5,0.8723058154,9428025677.0,9430025675.0,9428025677.0,9428025677.0
2003-07-26,0.2985,0.2445176601,,0.24,1.0,1.0,,1.0,-999.0,36.8,,36.8,-999.0,0.6706646677,,0.6706646677,9428025677.0,9430025675.0,,9428025677.0
2003-07-27,0.295,0.2942288173,,0.22,1.0,1.0,,1.0,-999.0,33.36,,33.36,-999.0,0.762962963,,0.762962963,9428025677.0,9430025675.0,,9428025677.0
2003-07-28,0.291,0.2850081957,,0.2,1.0,1.0,,1.0,-999.0,31.86,,31.86,-999.0,0.6108391539,,0.6108391539,9428025677.0,9428025677.0,,9428025677.0
2003-07-29,0.28350000000000003,0.2091369259,0.19,0.24,1.0,1.0,1.0,1.0,-999.0,34.67,-999.0,34.67,-999.0,0.8157001104,8228.5,0.8157001104,9428025677.0,9428025677.0,9428025677.0,9428025677.0
2003-07-30,0.264,,,0.22,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2003-07-31,0.257,0.1538382478,,0.22,1.0,1.0,,1.0,-999.0,36.11,,36.11,-999.0,-0.5283363803,,-0.5283363803,9428025677.0,9430025675.0,,9428025677.0
2003-08-01,0.22949999999999998,0.3092268837,0.17,0.17,1.0,1.0,1.0,1.0,-999.0,33.535,-999.0,33.535,-999.0,0.40926267205,7587.0,0.40926267205,9428025677.0,9428025677.0,9428025677.0,9428025677.0
2003-08-02,0.2495,0.19049931015,,0.16,1.0,1.0,,1.0,-999.0,37.69,,37.69,-999.0,0.5746213393499999,,0.5746213393499999,9428025677.0,9428025677.0,,9428025677.0
2003-08-03,0.22149999999999997,0.1775938265,,0.17,1.0,1.0,,1.0,-999.0,34.63,,34.63,-999.0,0.7240859404,,0.7240859404,9428025677.0,9430025675.0,,9428025677.0
2003-08-04,0.223,,,0.14,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2003-08-05,0.217,0.27263812985,0.27,0.17,1.0,1.0,1.0,1.0,-999.0,35.894999999999996,-999.0,35.894999999999996,-999.0,0.82169081485,8494.0,0.82169081485,9428025677.0,9428025677.0,9428025677.0,9428025677.0
2003-08-06,0.215,,,0.12,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2003-08-07,0.218,,,0.11,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2003-08-08,0.2175,0.44190190414999997,,0.13,1.0,1.0,,1.0,-999.0,35.13,,35.13,-999.0,0.0891915664,,0.0891915664,9428025677.0,9428025677.0,,9428025677.0
2003-08-09,0.2175,0.2206426207,,0.12,1.0,1.0,,1.0,-999.0,38.82,,38.82,-999.0,0.3941585535,,0.3941585535,9428025677.0,9428025677.0,,9428025677.0
2003-08-10,0.2215,0.22904486799999998,0.22,0.12,1.0,1.0,1.0,1.0,-999.0,36.18,-999.0,36.18,-999.0,0.79149815315,8187.0,0.79149815315,9428025677.0,9428025677.0,9428025677.0,9428025677.0
2003-08-11,0.203,0.20647771315000002,,0.12,1.0,1.0,,1.0,-999.0,40.47,,40.47,-999.0,0.31506664669999995,,0.31506664669999995,9428025677.0,9428025677.0,,9428025677.0
2003-08-12,0.163,,,0.13,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2003-08-13,0.1655,0.1702606639,,0.15,1.0,1.0,,1.0,-999.0,42.205,,42.205,-999.0,0.3938874013,,0.3938874013,9428025677.0,9428025677.0,,9428025677.0
2003-08-14,0.158,0.1385182117,0.09,0.14,1.0,1.0,1.0,1.0,-999.0,38.72,-999.0,38.72,-999.0,0.85008604135,7822.0,0.85008604135,9428025677.0,9428025677.0,9430025675.0,9428025677.0
2003-08-15,0.151,0.1664341482,,0.14,1.0,1.0,,1.0,-999.0,36.995000000000005,,36.995000000000005,-999.0,0.56942990365,,0.56942990365,9428025677.0,9428025677.0,,9428025677.0
2003-08-16,0.151,,,0.05,1.0,,,1.0,-999.0,,,,-999.0,,,,9428025677.0,,,9428025677.0
2003-08-17,0.174,0.2247683017,0.2,0.1,1.0,1.0,1.0,1.0,-999.0,37.99,-999.0,37.99,-999.0,0.7214467005,7141.0,0.7214467005,9428025677.0,9428025677.0,9428025677.0,9428025677.0
2003-08-18,0.16349999999999998,0.1387175009,,0.12,1.0,1.0,,1.0,-999.0,41.775000000000006,,41.775000000000006,-999.0,0.5689991238000001,,0.5689991238000001,9428025677.0,9428025677.0,,9428025677.0
2003-08-19,0.1785,0.15251282815,0.13,0.11,1.0,1.0,1.0,1.0,-999.0,39.125,-999.0,39.125,-999.0,0.7777422655499999,7826.0,0.7777422655499999,9428025677.0,9428025677.0,9428025677.0,9428025677.0
2003-08-20,0.16399999999999998,0.17500749005,0.18,0.14,1.0,1.0,1.0,1.0,-999.0,38.33,-999.0,38.33,-999.0,0.40839584045,6172.0,0.40839584045,9428025677.0,9428025677.0,9428025677.0,9428025677.0
2003-08-21,0.16399999999999998,0.18315788985,0.17,0.15,1.0,1.0,1.0,1.0,-999.0,40.394999999999996,-999.0,40.394999999999996,-999.0,0.7724249185500001,7756.0,0.7724249185500001,9428025677.0,9428025677.0,9428025677.0,9428025677.0
