sample_size,pearson_r,pearson_p,pearson_ci_lower,pearson_ci_upper,spearman_r,spearman_p,r_squared,bc_aod_mean,bc_aod_std,albedo_mean,albedo_std
292,-0.2135347844227504,0.00023718243469077514,-0.32046397136325927,-0.10123214898272095,-0.24080576258067232,3.2020755142701084e-05,0.045597104158470486,0.014540323071462328,0.018290294915219815,0.2823432730390835,0.11894313942757821
