sample_size,bc_albedo_pearson_r,bc_albedo_pearson_p,bc_albedo_ci_lower,bc_albedo_ci_upper,bc_albedo_spearman_r,bc_albedo_spearman_p,bc_albedo_r_squared,temp_albedo_pearson_r,temp_albedo_pearson_p,temp_albedo_ci_lower,temp_albedo_ci_upper,temp_albedo_spearman_r,temp_albedo_spearman_p,temp_albedo_r_squared,total_precip_albedo_pearson_r,total_precip_albedo_pearson_p,total_precip_albedo_ci_lower,total_precip_albedo_ci_upper,total_precip_albedo_spearman_r,total_precip_albedo_spearman_p,total_precip_albedo_r_squared,snow_albedo_pearson_r,snow_albedo_pearson_p,snow_albedo_ci_lower,snow_albedo_ci_upper,snow_albedo_spearman_r,snow_albedo_spearman_p,snow_albedo_r_squared,rain_albedo_pearson_r,rain_albedo_pearson_p,rain_albedo_ci_lower,rain_albedo_ci_upper,rain_albedo_spearman_r,rain_albedo_spearman_p,rain_albedo_r_squared,bc_temp_pearson_r,bc_temp_pearson_p,bc_temp_ci_lower,bc_temp_ci_upper,bc_temp_spearman_r,bc_temp_spearman_p,bc_temp_r_squared,multiple_r_squared,adjusted_r_squared,f_statistic,bc_aod_coefficient,temperature_coefficient,total_precip_coefficient,snowfall_coefficient,intercept,bc_aod_beta_standardized,temperature_beta_standardized,total_precip_beta_standardized,snowfall_beta_standardized,bc_aod_mean,bc_aod_std,temperature_mean,temperature_std,total_precip_mean,total_precip_std,snowfall_mean,snowfall_std,rainfall_mean,rainfall_std,albedo_mean,albedo_std,pearson_r,pearson_p,pearson_ci_lower,pearson_ci_upper,spearman_r,spearman_p,r_squared
298,-0.22395253602741794,9.642543445099945e-05,-0.32919666745991505,-0.11321254682369944,-0.26080799339149346,5.05410627538091e-06,0.05015473839311193,-0.1569219010863694,0.0066407288941901935,-0.26580349188847957,-0.04408720079091737,-0.009879281317604934,0.8651436496134857,0.024624483040560297,-0.038208838675121454,0.5111457309211317,-0.1511733042108142,0.07574073266419441,0.054035455193620845,0.3526012376595301,0.001459915352901457,0.09043554013589343,0.11928256965717036,-0.023425926358593703,0.20198087186928007,0.1933707558782162,0.0007913695399943283,0.00817858691967079,-0.09096284605289487,0.11713507830603653,-0.20249080621917084,0.022894531852392385,0.02669573230882831,0.64624507386043,0.008274239362042652,0.14075756089432387,0.015025707190444427,0.027577856217228285,0.2503740897324769,0.1949686989080044,0.0007142002936293151,0.01981269094891929,0.07666368809001534,0.0640584142072852,6.081874047580058,-1.39861015865336,-0.003761722816533231,-0.003045674499755929,0.008089307230840361,0.35932607775681025,-0.1921810376344417,-0.12370089167927432,-0.10065934203915529,0.11463194304269192,0.014343172607483223,0.01815813217776975,11.384901317969463,4.345536043261494,2.5639826610296677,4.367449758451951,0.25434195120858055,1.8726285540275878,2.309640736373292,3.6963146557807027,0.29068712136538377,0.13214700283961764,-0.22395253602741794,9.642543445099945e-05,-0.32919666745991505,-0.11321254682369944,-0.26080799339149346,5.05410627538091e-06,0.05015473839311193
