n_observations,multiple_r_squared,adjusted_r_squared,f_statistic,f_p_value,intercept,bc_aod_coef,temperature_coef,total_precip_coef,snowfall_coef,bc_aod_beta,temperature_beta,total_precip_beta,snowfall_beta,shapiro_wilk_p,homoscedasticity_p,vif_bc_aod_regional,vif_temperature_c,vif_total_precip_mm,vif_snowfall_mm
298,0.07666368809001534,0.0640584142072852,6.081874047580058,0.00010296692417366415,0.35932607775681025,-1.39861015865336,-0.003761722816533231,-0.003045674499755929,0.008089307230840361,-0.1921810376344417,-0.12370089167927432,-0.10065934203915529,0.11463194304269192,1.4326689897042939e-08,3.4717333613438445e-06,1.0712655976765675,1.14205361232722,1.5141354155639788,1.4708845972071023
